,Comentario,Score
168,"Es un hotel cálido que se ubica en el centro de Monterrey, con diversos destinos cercanos para visitar y conocer. Excelente servicio por parte de recepción y el personal, Señor Uriel muy servicial y atento con los clientes.",5
169,"Sabanas sucias, almohadas manchadas de amarillo y saliva, la alfombra apestosa y para colmo, la regadera y el lavamos tapado. En mis ultimos 5 años, dificil encontrar un hotel que supere a este, en lo malo.",1
170,"Muy buena atención por parte de recepción, sobre todo por kathia, claro que volveremos a reservar con ustedes.la ubicación esta excelente, para disfrutar de lugares muy cálidos en el centro histórico de Monterrey",4
171,Muy agradable visita muy buen servicio menos de recepción la habitación muy buena me hizo sentir como en casa la señora coco muy amable muy buena persona me hizo sentir como en casa a pesar de estar lejos.,5
172,"Durante mi estancia en el hotel muy buena la atención por parte de la camarista,muy amable,todo muy limpio,lo que se ofrecía muy atenta lo hacía no tengo ninguna queja, la señora Coco hace muy su trabajo.",5
173,Mi estancia en el hotel fue muy agradable me atendieron muy bien muy buen servicio llegando a la habitación estaba muy bonita muy limpia la señora coco fue muy amable y muy agradable muy buena persona esperamos volver pronto,5
174,Gracias xsu recibimiento en recepción y en la habitación todo excelente muy limpio muchas gracias ala camarista adriana muy atenta muy servicial la comida muy bien recomiendo el hotel gracias y volveremos,4
175,"El servicio excelente, desde la recepción con la eficiente Srita Kathia, el Joven muy amable y de trato profesional Carlos Chávez, la recamarera Sra Martha, el Sr. Víctor que nos salvó porque se metió un poco de agua a la habitación tras la intensa lluvia. En el restaurante desde el Sr. Josué (los hot cakes le quedan delicosos), el mesero Daniel, y Javier (a quien le mando a decir que cheque lo de la factura del restaurante jeje) pero con muy buen servicio. Por la noche la atención del Sr. Poncho muy buena. Y podemos incluir a Uriel, Daniel y Verónica con quienes tuve menos trato pero bien. Mi habitación muy buena noveno piso con una vista espectacular. ¿qué se puede mejorar? mmm, mejorar los baños de la sala de espera (un lavabo en el baño de mujeres no sirve) y que se",4
176,"Hotel espléndido,cómodo buen trato, atentos y su personal kathia y Carlos .volveria de nuevo Gracias por su hospitalidad .ubicacion excelente , habitación cómoda, limpia , buena alimentación , y muy rápido",5
177,"Muy buenas instalaciones, buena atención del personal del restaurante, excelente habitación super cómoda, limpia y amplia, y se encuentra en un lugar centrico de la ciudad y muy buen servicio de Uriel de recepción!!!",5
178,"Mala experiencia, ya que se me asigno una habitación doble cuando era 1 matrimonial, solicite servicio de habitación y nunca llegaron, en el restaurante tuve que pedir las cosas mas de 2 veces e incluso hacerlas yo, ya que los meseros eran insuficientes",2
179,"Atención rapaz y eficiente, en todo el hotel la limpieza muy buena y el servicio del restaurant también. si regreso a la cadena de hoteles. el trato fue muy bueno fácil de ubicar también. agradezco a KATHIA IVONNE URIEL",5
180,"Habitación # 817 con mucho ruido, la atención nocturna de la recepción vía telefónica sin contestar y muy tarde. UNA MALA NOCHE. sin Toalla para secado de manos, control de TV en mal estado. El ruido reportado es debido a que existe un cuarto de maquinas que hacen un ruido espantoso y no deja descansar y dormir. NO CREO VOLEVER A PISAR UN SOLO HOTEL DE ESTA CADENA ni tampoco lo recomendaría, al contrario daré nota de esta mala experiencia.",2
181,"Un buen servicio por parte de los chicos del hotel, en especial de la señorita Kathia, buenos alimentos, una hospitalidad agradable y se preocupan por solucionar los detalles que llegan a surgir, sin duda lo recomendaría",5
182,"Excelente servicio nos brinda la señorita Kathia, Bueno en lo general hay un buen servicio, cómo tal puedo recomendar el Hotel Misión para que tengan más huéspedes, para mí próxima visita a Monterrey regresaré sin dudarlo ya que sus instalaciones son cómodas y dan un buen servicio.",4
183,"Buena atención a los huéspedes, habitaciónes muy limpias, excelente servicio,la comida diría en lo personal le falta más variedad gastronómica,pero en lo general es un hotel bueno con buena atención y excelentes recepcionistas",5
184,"Tiene pisos muy viejos y muy sucios, tiene otros pisos remodelados en buen estado, pero la limpieza la hacen muy mal en todos los cuartos, todo el hotel muy sucio por todas partes, tiene poca oferta en los desayunos, muy mala atención de la recepción, no dan soluciones.",1
185,"Muy buen servicio y excelente ubicación, las habitaciones muy comodas, amplias y agradables. Solo hay detalles a mejorar como la limpieza del lugar, mas específicamente las sábanas y la intensidad de señal de wi-fi.",4
186,"Falta mucha remodelacion, calidad-precio mala, muchisimo por mejorar, safi, y fiesta inn, rondan en los mismo precios y con muchisima mejor calidad, el restaurant es lo unico rescatable con comida buena y servicio bueno.",1
187,"Estuve hospedada por fortuna solo una noche por cuestiones de trabajo y lo elegí porque tenía buenos comentarios pero mi experiencia fue terrible desde el check in, tuve que esperar una hora y media más al horario estipulado en la reservación, las instalaciones son muy viejas, huele a humedad, las habitaciones son horribles, las imágenes que muestran les favorecen mucho porque en la realidad parecen de motel de carretera recóndita, las sabanas no estaban del todo limpias (se notaba que solo las acomodaron y no las cambiaron), el baño no tenía cancel, tenía una cortina de tela vieja, las toallas se veían sucias y el servicio de restaurante bastante mediocre. En general nefasto, cero recomendable.",1
188,El hotel esta bonito limpio agradable gracias ala camarista adriana que se porto muy amable en todo momento gracias el hotel cuenta con restaurat la comida esta sabrosa gracias al personal de recepcion muy amable si lo recomiendo,5
189,"Es un hotel céntrico, cumplidor si la intención es únicamente dormir ahí, ya que las instalaciones no son las mejores y el servicio del personal puede mejorar. Tiene tarifa dinámica de acuerdo a la oferta y demanda, hacer la reservación con tiempo de anticipación es algo recomendable. Bueno que abonan puntos payback.",3
190,"por ser un hotel economico y en buena zona, no le doy muchas referencias ya que son hoteles viejos y sirve para lo que es solo descansar de un viaje largo, su desayuno continental, solo es para calmar el hambre de la mañana.",2
191,Todo muy en orden la atención fue excelente de la sta Adriana la habitación limpia lo único que falla es el aire lo reportamos y nunca fueron a checar la comida muy buena egresar a este hotel x su personal muy amable gracias x todo,5
192,"Recomendable el personal muy atento y una amabilidad excelente. Recepcionistas muy amables,la señorita Reyna y Kathia dan una muy buena atencion Regresaria a hospedarme nuevamente con mi familia de paseo",5
193,"Buen servicio muy amables las reseccionistas Reyna y Kathia Son muy cálidas y me siento agusto en esta estancia, el restaurante está muy bien también, regresaria con mi familia de paseo sin duda Muy recomendable el hotel!",5
194,"El servicio del personal es con atención y oportunidad, la habitación contaba con todo lo necesario para una estancia cómoda, la invitación a participar en el cuidado del medio ambiente es excelente por el re uso de blancos, el ahorro de luz y el agua., esas políticas en mi opinión son muy valiosas",4
195,"Les hace falta mas atencion en limpieza de cuarto (alfomba no aspirada, cabello de huespedes anteriores, tierra en baño, estanteria callendose), mi control de tv no funciono, pequeños detalles mejor ver a otro lado.",3
196,"Muy buen servicio de la sra Lucia muy amable , excelente recamarera y buen trato , si volvería a hospedarme aquí,en cuanto a los desayunos creo que falta un poco más de variedad , los 4 días era lo mismo pero de ahí en fuera muy bien todo excelente personal y buen trato de ellos",4
197,"Desde el momento en el que llegamos, la atención fue increíble, todos muy amables, las instalaciones en perfectas condiciones y la habitación ni se diga! Estaba preciosa y la cama estaba muy suave y tenía todo lo que necesitábamos, definitivamente vamos a regresar y el precio vale 100% la pena, 100% recomendado",5
198,"Lamentable que un hotel refleje todo lo que NO es la cadena. SUCIO!!! Lcafetera sucia, el piso de la habitación con polvo, las sillas del restaurante en sus bordes están horribles llenas de migajas y restos de comida. La cajera nunca tiene cambio y se enoja contigo como cliente por no tener dinero para darte cambio y lo peor, das tu comentario y todos se excusan y se eximen de responsabilidad. El hotel es uno solo señores y todos hacen parte como trabajadores del mismo como empleados, OJO señores. jamas se les olvide que el huésped es su NOMINA, es quien hace que el hotel funcione. den lo mejor de ustedes en su trabajo, trabajen con amor y estoy segura que el resultado sera mejor y el huésped volverá. Por mi parte primera y ultima vez",3
199,La señorita katia que está en recepción es muy atenta y cordial y amable brinda. Un buen trato a los clientes y te atienden con gusto tengo un mes ospedado y e descansado muy bien así como los desayunos q sirven en el restaurante están muy bien,4
200,Nadie te recibe en la entrada. Las habitaciones están polvosas. Me esperaba más de esta cadena de hoteles. Además en la noche hay vagos afuera. Lo único rescatable es la decoración y la atención del personal.,3
201,Quiro felicitar por su buen trabajo en lo personal a la sra Lucy ya que es una recamarista entregada en su trabajo y como persona es una chulada al igual que las sritas de recepcion la srita Reyna y la srita Katia ya que tambien son muy atentas y amables asi como eficientes en su trabajo al igual para la sra Rosario del comedor muy amable,5
202,"Buen trato de parte de los trabajadores tanto resepcion, en especial de las señoritas kathia y reyna como de comedor,falta un poco de limpieza profunda pero azeptable todo cómodo buen internet y lo mas importante avitaciones climatisadas",5
203,Muy buen hotel el personal muy amable desde que llegas la comida muy recomendable la habitacion muy limpia gracias ala camarista adriana que en todo momento estubo al pendiente el hotel esta en muy buenlugar,5
204,"En general estuvo bien, lo único que no me gusto es que las sábanas olían un poco a húmedo e incluso la habitación tenía mucho a cloro. Pero en general todo bien, buen servicio y atención. La ubicación ideal para conocer la ciudad.",4
205,Exelente ubicación muy céntrico y muy amables Reyna y Kathia muy atentas y serviciales En el restaurante excelente servicio muy rico la comida y la atencion Las habitaciones estan muy comodas y la limpieza es buena,5
206,Muy bien la ubicación desde que llegas a recepción te tratan súper bn atentas las recepcionistas sobre todo Reyna la vdd muy bn todo habitaciones limpias super recomendable la vdd volvería a venir 👍👍👍👍,5
207,Mi visita en el hotel fue de trabajo la habitación estaba muy bonita muy limpia la camarista la señora coco fue muy amable siempre fue muy atenta para lo que yo necesitaba muy buena persona recomendable .,5
208,Mi estancia en el hotel fue muy agradable me sentí muy cómodo la atención de la señora coco fue la mejor muy antenta y muy amable conmigo en todo es muy servicial me sentí como en casa sin duda volvería a venir,5
209,"Habitaciones remosadas con baños en mal estado y blancos viejos, el restaurante solo canta con opción de bufete para la comida sin suficiente variedad, si se acaban los platillos solo es lo que queda y sin opción a servicio a la carta.",2
210,"El hotel denota ser mucho más viejo que la marca que usa ahora. La parte de la tradición familiar es buena; pero si no ayudas a mantener tus instalaciones se convierte en todo menos un lugar de descanso. En las escaleras me encontré vasos y platos abandonados. Mi habitación con mobiliario muy antiguo y las cortinas de los 90’s. El baño súper feo, el WC de baño público, el lavamanos roto y las mangueras de conexión de agua a la vista... cemento mal terminado.... y la coladera sucia (con cabellos). Para terminar el aire acondicionado no se podía regular y a la mitad de la noche goteaba notablemente. Aún cuando la tarifa es moderada y tiene una buena locación, se puede hacer lo mínimo indispensable para mantener el hotel modesto, limpio y ordenado. Hay más opciones a escasos metros",2
211,"Me agrado mucho la estancia me quede hospedada 4 noches con mi familia y sin duda lo volvería a hacer, el gerente de Recep Alejandro junto con Uriel siempre muy atentos, excelente servicio del restaurante, la limpieza de la habitación muy buena, la verdad no tuve ningún problema con mi hospedaje",5
212,"Mi habitación tenia las paredes sucias, el lavabo de manos literalmente asqueroso. Desvencijado por todos los lados. Pedí un cambio y la segunda habitación no mejoro en mucho. El elevador parece de carga por SUCIO. Jamas volvería, lo recomiendo CERO",1
213,"la habitación es limpia y agradable, tienen servicio de cafetera y u pequeño escritorio que ayuda a realizar trabajos si es que llevas una lap, es céntrico, tranquilo amplio y se encuentra bien comunicado",5
214,"A gradecer la atencion que hemos recibido de todo el personal. En la recepción las señoritas kathia reyna vero, en aseo de habitaciones la sra coco y en la cocina la sra maria del rosario. Y a todo el personal que componen al equipo del hotel . Gracias",4
215,"Me agrado nuestro estancia, excelente servicio desde la atención del cuarto con la srita. Adriana pendiente de todo momento, el desayuno. Excelente ubicación. Lo recomiendo mucho para cualquier ocasión. Yo estuve 5 días y no hubo problema en nada.",5
216,Exlente condiciones la habitación muy amplia y muy limpia muchas gracias ala señorita Adriana que en todo momento estuvo al pendiene gracias x sus recomendaciones todo muy limpio desde la entrada el año pasado estuvimos aquí mismo y por su comodidad estamos de regreso,5
217,Estoy hospedado en el hotel y estamos muy agusto con el servicio de la camarista adriana muy servicial la habitacion limpia todo en orden muy buen servicio todo centrico la comida muy rica el personal muy amable,5
218,Grasias x todo me gusto el hotel estuvimos comidos todo muy cercas del hotel la habitación muy limpia gracias ala señorira adriana que en todo momento estuvo al pendiente gracias a recepción que nos trataron bien,5
219,"Todo muy bien la atención y servico, la comida y la limpieza a cargo de la señora coco!! estamos muy agusto la atención a cargo del mesero el señor martín también muy bien muchas gracias por la atención.",5
220,En recepción buen servicio de kathia y en la limpieza del cuarto todo muy bien y en los desayunos me gusta su sazón de la señora muy rico y con satisfacción el servicio del hotel y atención al cliente,4
221,"Escogimos este hotel por su ubicación en el centro, ya que queda cerca de la Macroplaza camindo. Las habitaciones estan feas, las sabanas parecía que no las habían lavado. En la habitación desde que llegamos no había toallas y quedaron de mandarlas, nos dieron las 11 de la noche y las toallas no llegaban. Mi marido tuvo que bajar a recepción para reclamar y lo único que le dijeron fué que se quejara con el gerente. Nos tuvimos que secar con las sábanas. Pésimo servicio.",1
222,"Instalaciones buenas , tuvimos un inconveniente la primera noche pero la recepcionista kathia ivonne nos brindó un excelente servicio en atención a cliente solucionando todas nuestras comodidades muy recomendada esta persona para el trabajo que desenpeña me voy muy contenta con su atención",4
223,"Recepción: Personal sin conocimientos del área de recepción y sin las habilidades de atención y servicio, no contesta recepción al hacer una llamada de la habitación. Sin la actitud y aptitud de desarrolo de su trabajo. Estacionamiento: cobro de los 3 días de estancia ($24 pesos por hora) siendo que es parte de los servicios del hotel. Al no haber un responsable del hotel se tuvo que pagar. Gerencia: No existe gerente o encargados en ningún momento para tratar los problemas ocasionados por la mala administración del hotel. Habitación: Sucia, cama con fundas, sabanas y colcha sucias, desprendimientos de madera de la cama, closet sin funcionar y ambas puertas recargadas una de otra para no caerse, baño sin toallas, productos de higiene usados. alfombra con bolsas. Área de",1
224,"Los empleados no son cordiales, solicite toallas y tardaron 2 horas, solicite plancha y no la llevaron, al dia siguiente la volvi a solicitar y tardaron 1 hora, olia muy mal el cuarto, el aire acondicionado es pesimo",1
225,"Primeramente limpieza del estacionamiento, pasillos de lobby, elevadores siempre estuvieron sucios, debajo de las mesas del restaurante siempre estaban sucias, en general en todas sus áreas del hotel, manteniendo urgente, estacionamiento sin pintar, sin iluminación, malas condiciones, controles de servicio urgentes, siempre tiene uno que estar pidiendo toallas o jabón, etc. , gerente nunca esta.",1
226,"He estados hospedado desde hace un mes y ha estado todo excelente durante mi estancia, además para comentar la buena atención de la camarista Doña coco del piso 2, estoy seguro que el tiempo que sigamos aquí será excelente",5
227,Mi instalación en el hotel fue muy agradable la habitación estaba estaba muy bien no tenia toallas la atención de la señora coco fue muy buena me hizo sentir en casa el clima estaba muy bien excelente servicio,5
228,"Muy buen hotel muy limpia la habitación la Sra Adriana muy amable la comida del restaurante muy sabrosa el lobby me agradó muy amplio,muy limpio lo único incómodo de la habitación fue el clima y las ventanas que no se pueden abrir",5
229,Me fui muy agusto por la comodidad del hotel y mas porque ami novia le gusto mucho gracias alas atenciones de la seńorita adriana que en todo momento estubo ahy al pendiente muy amable muy cordial muchas gracias,5
230,"En mi experiencia el pasado 28 de Junio de este hotel debo mencionar que tienen muchos puntos de mejora me parece que el hotel necesita cierto mantenimiento y mejorar su calidad del servicio, primero al llegar al hotel en la tarde-noche del viernes 28 de junio la persona que estaba en recepcion (del cual no recuerdo su nombre) estaba ocupado y llamo a su compañera para que le ayudara con mi registro pero no me parece que haya sido la mejor manera de llamarla menos frente a un huesped comentando ""pues aca es donde trabajas"" no me interesa si la estaba regañando o no pero creo que eso deberia hacerse en otro sitio no en plena recepcion, ingrese a mi habitacion con mi familia y el cuarto holia a humedad, no habia toallas, no servian 2 focos, llame a recepcion y no respondieron,",3
231,"Estoy hospedado desde hace un mes y está todo perfecto durante mi estancia, en especial el servicio y la atención de la camarista Coco, que ha sido muy amable, además todo muy bien por parte del restaurante",5
232,A pesar de que el hotel tiene una excelente ubicación pueden mejorar bastante en el servicio y limpieza. Principalmente en los blancos (toallas y sábanas) y algunos problemas que tuvimos con la puerta,3
233,Muy buenos dias.el hotel muy agradable la habitacion limpia nos sentimos muy comodos el sevicio muy eficaz gracia a la sta adriana nos sentimos muy agusto xsus atenciones muchas gracias muy pronto volveremos a este hotel,5
234,"Bien, cómodo, habitaciones amplias. Un poco viejo, el personal de nuevo ingreso poco enfocado en el servicio al cliente. La vista de la habitación que me toco es poco agradable. La televisión amplia. Café gratis en la habitación.",4
235,"Es un buen hotel y se encuentra en muy buenas condiciones la estancia aquí es muy bueno y todo tiene una buena comodida ,al parecer ase falta un refrigerador en cada cuarto y de ai en afuera todo es muy bueno",1
236,El servicio es muy buenoo kede muy satisfecho con su personal todo en buenas condiciones muy limpio . Solo el cuarto esta muy caliente se rekiere k este más frío para dormir muy bien de ahy en adelante todo está bien gracias ala Sta adriana,5
237,Hola muy Buenos Dias. Kiero agradecerles. Por su buen trato. Y amabilidad Estoy muy satisfecho y feliz estancia e tenido Ya K el hotel cuenta con todos los servicios necesarios y tambien tiene exelenteersonal Gracias a Adriana tuvimos hijene en nuestra habitacion,5
238,"En cuanto a su ubicación es buena, hay que mejorar varias cosas las habitaciones están muy viejas y todas tienen alguna detalle. Por pertenecer a una cadena hotelera como a la que pertenece uno esperaría mejores condiciones en sus instalaciones. También al registrarme pregunte hasta a que hora se tenia el servicio de alimentos a la habitación y me dijeron que era hasta las 11pm, llame a las 10.30pm y me negaron el servicio alegando que si cierran a las 11pm pero que a las 10.30pm dejan de tomar pedidos debido a que deben de limpiar. En la mañana pedí el desayuno a mi habitación y nunca lo subieron, llame a preguntar después de 40min y al parecer nunca se paso mi pedido, sin embargo el capitán lo soluciono pronto. En cuanto al servicio del wifi, la señal no suele ser buena en",3
239,"Es la primera vez q me hospedo en Hotel Misión y quiero agradecer el buen trato que he recibido, la limpieza de mi cuarto y la atención especial de Sarahi, Antonio y Mario q me han hecho mas fácil y agradable el tema de mis alimentos. Excelente servicio. Gracias",5
240,"Deberían considerar un mantenimiento completo de las habitaciones, las llaves de lavabo y de regadera, estan cubiertas de sarro, el baño que me toco, ni espejo tenia, no tienes ganchos para colgar tu ropa, el porta toallas estaba oxidado. Ni siquiera cuentan con un libro para anotar las observaciones, para el precio y renombre de hotel hubera pagado por un hotel de paso...creo que estan mejor. Ojala tomen en cuenta el comentario y hagan un esfuerzo para cambiar",1
241,"Acudí en las fechas de Pal Norte. La ubicación es lo que destaca, ya que se encuentra a 10 minutos caminando a la macroplaza y del barrio antiguo, a 5 minutos de una estación del metro. Haces alrededor de 30 - 40 minutos caminando hasta el Parque Fundidora caminando, es buena opción ya que puedes recorrer el Paseo Santa Lucía a pie. El check-in estuvo a tiempo, la habitación contaba con lo justo, muy cómoda. El servicio de la recepción así como del restaurante estuvo de maravilla. Las señoras de la limpieza un poco groseras al momento de pedirles toallas extras así mismo como que apuraban la salida de uno de la habitación para hacer la limpieza.",5
242,El hotel muy agradable la atención de La señorita Laura por sus atenciones y la amabilidad que nos brindó gracias porno todo sin duda volveremos a regresar gracias por todo misión Monterrey y una última cosa gracias por hacer el cheek in a tiempo,5
243,Muy bien atendido en recepción los baños del ovi agradable nos ofrecieron café en la mañana que llegamos y en la habitación todo en orden muy limpia gracias ala chica de limpieza adriana la felicitó x su trabajo,5
244,Muy agradable Muy bien recomendado.. Adriana muy atenta la habitación muy limpia la comida del restaurante está bien preparada gracias al personal del hotel nos sentimos muy cómodos aparte que tiene tiendas de autoservicio muy cerca,5
245,El hotel esta agradable nos sentimos muy agusto gracias a unos familiares que noslo recomendaron aparte que tiene muchos lugares para visitar gracias ala camarista adriana dimos con unos lugares que nosotros no pudimos dar.,4
246,Me dio mucho gusto ospedarme aqui gracias ala camarista adriana muy amable gracias a ella pude contactarme con mis familiares de aqui de monterrey no sabia como hacerle me sentia perdido le ise una pregunta a ella y con mucho gusto me ayudo le estoy muy agradecido volvere a este hotel lo recomendare,5
247,"Todo estuvo bien estaba limpio, excelente habitación y gracias a la señorita Laura que de verdad pocas que te atiendan con esa amabilidad y servicio excelente, gracias a todo esto sí regresamos! Más personas así!",5
248,Mi visita fue muy agradable me sentí como en casa la señora coco fue muy amable muy atenta en todo solo en recepción las señoritas no tenían muy buena actitud para atender espero y para la otra sea otra impresión.,5
249,Me gusto el hotel desde que llegue la señora coco me atendió muy bien me hizo sentir como en casa muy amable solo que cuando llegue me quería bañar y la habitación no contaba con toallas y tuve que esperar a que le las trajeran.,5
250,exelente hotel Cómo cada año nuestra reservacion a tiempo y gracias a la camarista laura por atendernos bien y tener buen trabajo y limpieza y por ofrecer un exelente servicio gracias al hotel misión por recivirnos,5
251,"Reserve este Hotel con mucho tiempo de aticipacion. EL check in fue sumamente rapido, la habitacion tenia pequeños detalles, como que el tubo de la regadera estaba oxidado, las puertas del closet estaban rotas, pero la cama estaba super comoda, la habitacion estaba muy limpia. Esta muy ceca del metrpo asi que fue una excelente opcion para mi motivo de viaje, espero poder regresar el proximo año.",4
252,"Me decepcione de este hotel, frecuentemente viajo a diferentes destinos en vacaciones familiares y de ocio, en frecuentes situaciones me recomendaron el hotel, y en fotos se veia mucho mejor que como esta. En primer lugar la habitación que nos dieron estaba sucia, y tenia olor a Humedad, estaba pequeña y eso en realidad no fue el problema, quisimos poner las maletas en el guardaropa y se desprendio la decoracion de arriba, luego nos bañamos y la regadera no tenia el ""teléfono"" la regadera oxidada y el stand donde estaban las toallas se cayo al tomar las toallas, la alfombra estaba en pesimas condiciones y sucia, la tv nunca agarro la señal, no habia amenidades en el baño, y habia cucarachas en el techo, no habia cafetera en la habitación, pedimos pan y cafe a la habitacion y",1
253,Me gusto mucho las instalaciones del hotel mi habitación exelente buen clima la señora coco nos antendio muy bien desde nuestra llegada hasta él dia que nos fuimos estuvo muy atenta a nuestras necesidades esperó volver pronto.,5
254,"La recepcionista fue muy amable a la hora del check in, se nos proporcionó la habitación antes de tiempo. Reservé por medio de booking, y las fotos que mostraron no eran las del hotel de mty, pero... no fue una decepción. En general todo está bien, me encantó la ubicación, muy cerca de todo. Si volvería.",4
255,"Las fotos no son la realidad. Las alfombras de las habitaciones, el baño y los muebles todo sucio, con suciedad de varios días. Las ventanas de la habitación no se habrían y el teléfono para llamar a recepción no funcionaba. Promete servicios que no cumple. Solo se puede destacar la atención y predisposición de la recepcionista.",1
256,"Buen hotel, la camarista coco y la señorita Adamaris atienden cualquier inquietud. El trato es amable por todo el personal, tienen incluso una promoción para ir a paseo santa lucia y al museo del dulce.",4
257,"Muy cercano a la Macroplaza y a paseo Morelos llegas caminando, habitaciones limpias, excelente servicio del personal y muy atenta la señorita de recepción Adamaris. Puedes obtener factura y los costos no son elevados.",5
258,"Buen hotel , siempre buen trato hacia el cliente siempre que viajó a MTY me ospedo en misión ya que es un lugar muy céntrico y de antemano gracias a la Camarista Socorro (Coco) por la atención a las habitaciones y a la limpieza esperamos regresar pronto",5
259,"Buenas tardes.. Les agradezco mucho la atención de todos desde, que llegué me trataron muy bien gracias alas camaristas coco y laura que siempre estuvieran atentos con nosotros la limpieza muy buena gracias a todos",5
260,Buen hotel.. El servicio es muy bueno la atencion de doña coco y la camarista laura fueron muy serviciales el hotel esta muy bonito y la limpieza también gracias a hotel mision Monterrey regresare pronto,5
261,"Tuve un excelente servicio, personal de recepción amable y atento. No consumí alimentos, el área se miraba muy limpia y ordenada, cuenta con room-service. Buena ubicación en el centro. Internet gratuito.",5
262,"El hotel muy bonito y cómodo, muy Bonita experiencia en nuestra estancia, todo el personal muy amable, gracias por la ayuda de la señorita esmeralda y la señorita damaris, fueron muy amables, siempre que vengamos a Monterrey nos hospedaremos aqui",5
263,"Muy buen hotel, 100% recomendable, toda en nuestra estancia estuvimos muy cómodos, además muy buena atención de la señorita esmeralda que nos apoyaba en las cosas que necesitábamos, muy buena estancia espero regresar el año proximo",5
264,"me hospede el dia 2 de febrero y estuve en la habitacion 203 con mi esposa para el precio de la habitacion estuvo muy bien del hospedaje, el servicio excelente de los meseros atentos con el chico de recepcion muy buen servicio las tuallas no llegaban y el joven me las llevo a la habitacion sin importar la habitacion volveria a regresar por el buen servicio de todos",3
265,"La atención en general del hotel es muy buena, el bufete estuvo delicioso, la habitación muy limpia, la atención del Joven José Luis de recepción fue excelente. Mi familia y yo quedamos muy a gusto com nuestra visita.",5
266,Muchas gracias por sus atenciones en recepcion y en restaurate la comida muy rika la recomiendo la habitacion muy limpia muy amplia la sta adriana muy amable el hotel muy centrico todo cercas las farmacias y centros comerciales tengan por seguro que regresare me gusto mucho el hotel gracias,5
267,Gracias por su atencion en reccepcion y en restaurate todo muy bonito muchas gracias ala sta adriana por su atencion y su amabilidad siempre sonriente y dios quiera y siempre sea asi.dios los bendiga volvere muy pronto junto mi esposo,5
268,Buenas tardes estoy sorprendida por el lugar muy bonito restaurante limpio los baños muy comodos la habitacion comoda le doy las gracias ala muchacha adriana que en ese momento estubo al pendiente en nuestra estancia en el hotel regresare pronto,5
269,muchas gracias x su atencion y su amabilidad en nuestra visita en mty gracias ala sta adriana muy amable el hotel muy limpio agradable lo recomiendo a mis familiares y amigos. aparte muy centrico el lugar,5
270,"Muy rico el buffet la atención, muy amable la señora del buffet, muy sonriente me gusto la atencion del mesero brayan alejandro muy atento excelente precio y muy rico. Baños muy limpios y cerca de restaurant. Excelente presentación.",5
271,"Excelente servicio del mesero Brayan, todo muy rico y ubicacion muy accesible! La cocinera muy atenta y bien surtido el bufet, solo faltaría atención a los baños ya que se comparten el loby con restaurant y son algo excasos, en lo demás muy bueno. Felicidades!",5
272,"Falto una pequeña cafetera en la habitación, la lámpara del escritorio no tenía foco. El espacio en la regadera es muy reducido, fuera de eso, el resto se ve bien; muy limpio. Mañana vemos que tal el desayuno y el café!!",3
273,Muy bonito el hotel muy céntrico lo recomiendo muy limpio gracias a la sta AdrianA que estuvo al pendiente de nosotros e nuestra estancia gracias a ella dimos con unos lugares para pasear volveremos al este hotel gracias a todos,5
274,Muy hermoso hotel.mi estancia fue de lo mejor.k lo recomiendo a todo publico..gracias ala amabilidad de su personal..en especial a la srita.ESMERALDA Y A AMANDA.k siempre estuvieron al pendiente k no nos faltara nada.x su atencion gracias ..nos vemos pronto,1
275,Muy buen servivio de limpieza de doña Graciela. El mantenimiento no me gustó debido a que solo funciona un elevandor durante mi instancia en el hotel.. Hace falta un ginacio y una alberca para distracción,5
276,"Mi familia y yo estuvimos muy agusto en la estancia, la habitación limpia está cómoda el servicio de los empleados, sobre todo el de el joven Jorge Luis mantenimiento y la señorita Amanda estuvieron siempre al pendiente de mi, al principio no salía agua caliente y el joven muy amable me atendió.",5
277,"Excelente las habitaciones y sobre el servicio sobre todo la srta Amanda, Esme y Jorge Luis el chico de mtto bien atentos todos y las habitaciones limpias y en buen estado, como comentario que mejoren en agua caliente porque el resto fue excelente. Gracias a todos.",5
278,"Hotel muy limpio. El joven Jorge Luis de mantenimiento muy atento . Gracias por atenderme , me sentí como en casa al igual la señorita Esmeralda y la señora coco de limpieza que estuvieron al pendiente de mi Regresaré muy pronto",5
279,"Habitaciones bonitas y cómodas, todo limpió desde el lobby a la habitación , personal amable y atento. Felicidades alas señoritas Esmeralda y Amanda se ve que si les interesa su trabajo son muy atentas y serviciales Gracias!",5
280,"Excelente servicio de parte de todos los colaboradores en especial a las señoritas esmeralda y Amanda que tienen una buena actitud y siempre atentas habitaciones muy comodas, en el restaurant la comida está muy rica y el joven Javier también muy atento",5
281,Nuestra visista en el hotel fue buena solo al llegar en recepsion no fue muy amable y no habia agua caliente pero el trato que nos dio la señora coco y la señora amanda fue muy amable estuvieron atentas a nuestras necesidades .,5
282,La estancia en el hotel fue muy buena solo el trato de recepción no fue amable pero el trato y la atención de la señora coco y la señora amanda fue muy amable y muy servicial y espero que para nuestra próxima visita tengan agua caliente.,5
283,"Misión Monterrey , hotel muy bonito, habitaciones amplias y limpias el restaurante cómodo y tienen todo lo necesario para comer rico en cualquier momento, gracias ala atención de la camarista coco y a las señoritas Amanda y hotel recomendable Gracias!",5
